"","Name","open","date"
"13256","ADP",80.14,"2015-09-30"
"13257","ADP",80.91,"2015-10-01"
"13258","ADP",79.8,"2015-10-02"
"13259","ADP",82.2,"2015-10-05"
"13260","ADP",82.46,"2015-10-06"
"13261","ADP",82.59,"2015-10-07"
"13262","ADP",83.56,"2015-10-08"
"13263","ADP",85.36,"2015-10-09"
"13264","ADP",85.03,"2015-10-12"
"13265","ADP",85.21,"2015-10-13"
"13266","ADP",85.3,"2015-10-14"
"13267","ADP",85.62,"2015-10-15"
"13268","ADP",86.3,"2015-10-16"
"13269","ADP",86.57,"2015-10-19"
"13270","ADP",87.06,"2015-10-20"
"13271","ADP",87.7,"2015-10-21"
"13272","ADP",87.93,"2015-10-22"
"13273","ADP",90,"2015-10-23"
"13274","ADP",90.23,"2015-10-26"
"13275","ADP",90.11,"2015-10-27"
"13276","ADP",88.32,"2015-10-28"
"13277","ADP",87.91,"2015-10-29"
"13278","ADP",88.36,"2015-10-30"
"13279","ADP",86.99,"2015-11-02"
"13280","ADP",86.88,"2015-11-03"
"13281","ADP",87.16,"2015-11-04"
"13282","ADP",87.31,"2015-11-05"
"13283","ADP",86.71,"2015-11-06"
"13284","ADP",87.04,"2015-11-09"
"13285","ADP",86.47,"2015-11-10"
"13286","ADP",87.38,"2015-11-11"
"13287","ADP",87,"2015-11-12"
"13288","ADP",85.87,"2015-11-13"
"13289","ADP",85.16,"2015-11-16"
"13290","ADP",86.45,"2015-11-17"
"13291","ADP",86.28,"2015-11-18"
"13292","ADP",86.61,"2015-11-19"
"13293","ADP",86.94,"2015-11-20"
"13294","ADP",87.26,"2015-11-23"
"13295","ADP",86.99,"2015-11-24"
"13296","ADP",86.74,"2015-11-25"
"13297","ADP",86.48,"2015-11-27"
"13298","ADP",86.97,"2015-11-30"
"13299","ADP",86.81,"2015-12-01"
"13300","ADP",87.33,"2015-12-02"
"13301","ADP",86.96,"2015-12-03"
"13302","ADP",85.44,"2015-12-04"
"13303","ADP",87.05,"2015-12-07"
"13304","ADP",85.78,"2015-12-08"
"13305","ADP",85.65,"2015-12-09"
"13306","ADP",85.08,"2015-12-10"
"13307","ADP",84.29,"2015-12-11"
"13308","ADP",83.66,"2015-12-14"
"13309","ADP",85.31,"2015-12-15"
"13310","ADP",86.06,"2015-12-16"
"13311","ADP",86.29,"2015-12-17"
"13312","ADP",84.13,"2015-12-18"
"13313","ADP",83.81,"2015-12-21"
"13314","ADP",84.76,"2015-12-22"
"13315","ADP",85.39,"2015-12-23"
"13316","ADP",85.92,"2015-12-24"
"13317","ADP",85.45,"2015-12-28"
"13318","ADP",86.5,"2015-12-29"
"13319","ADP",86.74,"2015-12-30"
"13320","ADP",85.78,"2015-12-31"
"13321","ADP",82.93,"2016-01-04"
"13322","ADP",82.66,"2016-01-05"
"13323","ADP",81.08,"2016-01-06"
"13324","ADP",79.64,"2016-01-07"
"13325","ADP",78.93,"2016-01-08"
"13326","ADP",78.45,"2016-01-11"
"13327","ADP",78.86,"2016-01-12"
"13328","ADP",79.34,"2016-01-13"
"13329","ADP",77.6,"2016-01-14"
"13330","ADP",76.84,"2016-01-15"
"13331","ADP",78.92,"2016-01-19"
"13332","ADP",78.09,"2016-01-20"
"13333","ADP",78.69,"2016-01-21"
"13334","ADP",80.83,"2016-01-22"
"13335","ADP",80.37,"2016-01-25"
"13336","ADP",80.09,"2016-01-26"
"13337","ADP",80.98,"2016-01-27"
"13338","ADP",81,"2016-01-28"
"13339","ADP",81.52,"2016-01-29"
"13340","ADP",80.72,"2016-02-01"
"13341","ADP",82.73,"2016-02-02"
"13342","ADP",83.12,"2016-02-03"
"13343","ADP",82.03,"2016-02-04"
"13344","ADP",82.8,"2016-02-05"
"13345","ADP",80.4,"2016-02-08"
"13346","ADP",80.95,"2016-02-09"
"13347","ADP",81.82,"2016-02-10"
"13348","ADP",79.38,"2016-02-11"
"13349","ADP",81.27,"2016-02-12"
"13350","ADP",83.05,"2016-02-16"
"13351","ADP",84.18,"2016-02-17"
"13352","ADP",85.48,"2016-02-18"
"13353","ADP",84.82,"2016-02-19"
"13354","ADP",85.99,"2016-02-22"
"13355","ADP",86.12,"2016-02-23"
"13356","ADP",83.92,"2016-02-24"
"13357","ADP",86.11,"2016-02-25"
"13358","ADP",86.54,"2016-02-26"
"13359","ADP",85.41,"2016-02-29"
"13360","ADP",85.62,"2016-03-01"
"13361","ADP",86.36,"2016-03-02"
"13362","ADP",84.85,"2016-03-03"
"13363","ADP",85.91,"2016-03-04"
"13364","ADP",85.48,"2016-03-07"
"13365","ADP",85.6,"2016-03-08"
"13366","ADP",85.33,"2016-03-09"
"13367","ADP",86.21,"2016-03-10"
"13368","ADP",86.31,"2016-03-11"
"13369","ADP",86.81,"2016-03-14"
"13370","ADP",86.55,"2016-03-15"
"13371","ADP",86.99,"2016-03-16"
"13372","ADP",87.76,"2016-03-17"
"13373","ADP",89.24,"2016-03-18"
"13374","ADP",88.21,"2016-03-21"
"13375","ADP",88.79,"2016-03-22"
"13376","ADP",88.56,"2016-03-23"
"13377","ADP",88.23,"2016-03-24"
"13378","ADP",88.8,"2016-03-28"
"13379","ADP",88.42,"2016-03-29"
"13380","ADP",89.71,"2016-03-30"
"13381","ADP",89.07,"2016-03-31"
"13382","ADP",88.74,"2016-04-01"
"13383","ADP",90.08,"2016-04-04"
"13384","ADP",90.69,"2016-04-05"
"13385","ADP",89.69,"2016-04-06"
"13386","ADP",90.07,"2016-04-07"
"13387","ADP",90.32,"2016-04-08"
"13388","ADP",90.95,"2016-04-11"
"13389","ADP",89.93,"2016-04-12"
"13390","ADP",90.54,"2016-04-13"
"13391","ADP",90.53,"2016-04-14"
"13392","ADP",90.83,"2016-04-15"
"13393","ADP",89.96,"2016-04-18"
"13394","ADP",91,"2016-04-19"
"13395","ADP",90.68,"2016-04-20"
"13396","ADP",90.62,"2016-04-21"
"13397","ADP",89.11,"2016-04-22"
"13398","ADP",89.54,"2016-04-25"
"13399","ADP",89.82,"2016-04-26"
"13400","ADP",89.73,"2016-04-27"
"13401","ADP",87.84,"2016-04-28"
"13402","ADP",88.4,"2016-04-29"
"13403","ADP",88.24,"2016-05-02"
"13404","ADP",89.19,"2016-05-03"
"13405","ADP",88.32,"2016-05-04"
"13406","ADP",86.67,"2016-05-05"
"13407","ADP",86.14,"2016-05-06"
"13408","ADP",87.15,"2016-05-09"
"13409","ADP",87.43,"2016-05-10"
"13410","ADP",88.19,"2016-05-11"
"13411","ADP",87.31,"2016-05-12"
"13412","ADP",86.42,"2016-05-13"
"13413","ADP",86.03,"2016-05-16"
"13414","ADP",86.33,"2016-05-17"
"13415","ADP",85.28,"2016-05-18"
"13416","ADP",84.76,"2016-05-19"
"13417","ADP",85.46,"2016-05-20"
"13418","ADP",85.49,"2016-05-23"
"13419","ADP",85.99,"2016-05-24"
"13420","ADP",87.67,"2016-05-25"
"13421","ADP",87.39,"2016-05-26"
"13422","ADP",87.74,"2016-05-27"
"13423","ADP",88.37,"2016-05-31"
"13424","ADP",87.6,"2016-06-01"
"13425","ADP",88.04,"2016-06-02"
"13426","ADP",87.65,"2016-06-03"
"13427","ADP",87.52,"2016-06-06"
"13428","ADP",87.7,"2016-06-07"
"13429","ADP",86.6,"2016-06-08"
"13430","ADP",87.03,"2016-06-09"
"13431","ADP",86.55,"2016-06-10"
"13432","ADP",87.02,"2016-06-13"
"13433","ADP",86.97,"2016-06-14"
"13434","ADP",87.53,"2016-06-15"
"13435","ADP",87.21,"2016-06-16"
"13436","ADP",88.09,"2016-06-17"
"13437","ADP",88.67,"2016-06-20"
"13438","ADP",89.3,"2016-06-21"
"13439","ADP",89.66,"2016-06-22"
"13440","ADP",89.74,"2016-06-23"
"13441","ADP",86.23,"2016-06-24"
"13442","ADP",85.94,"2016-06-27"
"13443","ADP",86.31,"2016-06-28"
"13444","ADP",88.47,"2016-06-29"
"13445","ADP",89.37,"2016-06-30"
"13446","ADP",92,"2016-07-01"
"13447","ADP",92.53,"2016-07-05"
"13448","ADP",93.43,"2016-07-06"
"13449","ADP",93.17,"2016-07-07"
"13450","ADP",94.12,"2016-07-08"
"13451","ADP",95,"2016-07-11"
"13452","ADP",95.58,"2016-07-12"
"13453","ADP",95.29,"2016-07-13"
"13454","ADP",95.75,"2016-07-14"
"13455","ADP",95.7,"2016-07-15"
"13456","ADP",95.29,"2016-07-18"
"13457","ADP",94.85,"2016-07-19"
"13458","ADP",95.56,"2016-07-20"
"13459","ADP",95.1,"2016-07-21"
"13460","ADP",95.51,"2016-07-22"
"13461","ADP",95.16,"2016-07-25"
"13462","ADP",95.56,"2016-07-26"
"13463","ADP",95.66,"2016-07-27"
"13464","ADP",93,"2016-07-28"
"13465","ADP",91.38,"2016-07-29"
"13466","ADP",88.06,"2016-08-01"
"13467","ADP",88.7,"2016-08-02"
"13468","ADP",88.24,"2016-08-03"
"13469","ADP",88.11,"2016-08-04"
"13470","ADP",89,"2016-08-05"
"13471","ADP",89.59,"2016-08-08"
"13472","ADP",89.44,"2016-08-09"
"13473","ADP",89.93,"2016-08-10"
"13474","ADP",90.09,"2016-08-11"
"13475","ADP",90.03,"2016-08-12"
"13476","ADP",90.48,"2016-08-15"
"13477","ADP",90.04,"2016-08-16"
"13478","ADP",89.8,"2016-08-17"
"13479","ADP",89.57,"2016-08-18"
"13480","ADP",89.52,"2016-08-19"
"13481","ADP",89.82,"2016-08-22"
"13482","ADP",90.08,"2016-08-23"
"13483","ADP",89.81,"2016-08-24"
"13484","ADP",89.72,"2016-08-25"
"13485","ADP",89.96,"2016-08-26"
"13486","ADP",89.84,"2016-08-29"
"13487","ADP",89.81,"2016-08-30"
"13488","ADP",89.68,"2016-08-31"
"13489","ADP",90.02,"2016-09-01"
"13490","ADP",90.88,"2016-09-02"
"13491","ADP",89.72,"2016-09-06"
"13492","ADP",89.2,"2016-09-07"
"13493","ADP",89.71,"2016-09-08"
"13494","ADP",88.57,"2016-09-09"
"13495","ADP",86.46,"2016-09-12"
"13496","ADP",87.32,"2016-09-13"
"13497","ADP",86.86,"2016-09-14"
"13498","ADP",86.48,"2016-09-15"
"13499","ADP",87.15,"2016-09-16"
"13500","ADP",87.09,"2016-09-19"
"13501","ADP",87.12,"2016-09-20"
"13502","ADP",87.82,"2016-09-21"
"13503","ADP",89.53,"2016-09-22"
"13504","ADP",88.65,"2016-09-23"
"13505","ADP",87.91,"2016-09-26"
"13506","ADP",88.28,"2016-09-27"
"13507","ADP",89.09,"2016-09-28"
"13508","ADP",87.41,"2016-09-29"
"13509","ADP",87.39,"2016-09-30"
"13510","ADP",88.16,"2016-10-03"
"13511","ADP",87.82,"2016-10-04"
"13512","ADP",87.64,"2016-10-05"
"13513","ADP",87.25,"2016-10-06"
"13514","ADP",87.79,"2016-10-07"
"13515","ADP",87.74,"2016-10-10"
"13516","ADP",87.67,"2016-10-11"
"13517","ADP",86.28,"2016-10-12"
"13518","ADP",86.43,"2016-10-13"
"13519","ADP",87.32,"2016-10-14"
"13520","ADP",87.58,"2016-10-17"
"13521","ADP",88.12,"2016-10-18"
"13522","ADP",87.58,"2016-10-19"
"13523","ADP",87.2,"2016-10-20"
"13524","ADP",86.49,"2016-10-21"
"13525","ADP",87.34,"2016-10-24"
"13526","ADP",87.55,"2016-10-25"
"13527","ADP",87.26,"2016-10-26"
"13528","ADP",87.36,"2016-10-27"
"13529","ADP",86.74,"2016-10-28"
"13530","ADP",87.57,"2016-10-31"
"13531","ADP",87.3,"2016-11-01"
"13532","ADP",88.1,"2016-11-02"
"13533","ADP",89.97,"2016-11-03"
"13534","ADP",88.03,"2016-11-04"
"13535","ADP",90.35,"2016-11-07"
"13536","ADP",90.75,"2016-11-08"
"13537","ADP",87.89,"2016-11-09"
"13538","ADP",91.44,"2016-11-10"
"13539","ADP",90.94,"2016-11-11"
"13540","ADP",91.4,"2016-11-14"
"13541","ADP",92.13,"2016-11-15"
"13542","ADP",92.34,"2016-11-16"
"13543","ADP",93.15,"2016-11-17"
"13544","ADP",94.31,"2016-11-18"
"13545","ADP",94.47,"2016-11-21"
"13546","ADP",95.65,"2016-11-22"
"13547","ADP",96.59,"2016-11-23"
"13548","ADP",96.68,"2016-11-25"
"13549","ADP",96.63,"2016-11-28"
"13550","ADP",96.71,"2016-11-29"
"13551","ADP",97.14,"2016-11-30"
"13552","ADP",95.99,"2016-12-01"
"13553","ADP",95.46,"2016-12-02"
"13554","ADP",95.86,"2016-12-05"
"13555","ADP",96.15,"2016-12-06"
"13556","ADP",95.33,"2016-12-07"
"13557","ADP",97.53,"2016-12-08"
"13558","ADP",98.07,"2016-12-09"
"13559","ADP",98.13,"2016-12-12"
"13560","ADP",98.64,"2016-12-13"
"13561","ADP",98.4,"2016-12-14"
"13562","ADP",97.82,"2016-12-15"
"13563","ADP",100.32,"2016-12-16"
"13564","ADP",100.72,"2016-12-19"
"13565","ADP",101.74,"2016-12-20"
"13566","ADP",102.26,"2016-12-21"
"13567","ADP",102.64,"2016-12-22"
"13568","ADP",102.52,"2016-12-23"
"13569","ADP",102.86,"2016-12-27"
"13570","ADP",103.53,"2016-12-28"
"13571","ADP",103.27,"2016-12-29"
"13572","ADP",103.38,"2016-12-30"
"13573","ADP",102.38,"2017-01-03"
"13574","ADP",103.41,"2017-01-04"
"13575","ADP",103.46,"2017-01-05"
"13576","ADP",103.23,"2017-01-06"
"13577","ADP",102.95,"2017-01-09"
"13578","ADP",102.25,"2017-01-10"
"13579","ADP",102.27,"2017-01-11"
"13580","ADP",102.98,"2017-01-12"
"13581","ADP",103.77,"2017-01-13"
"13582","ADP",103.32,"2017-01-17"
"13583","ADP",103.49,"2017-01-18"
"13584","ADP",102.79,"2017-01-19"
"13585","ADP",103,"2017-01-20"
"13586","ADP",102.81,"2017-01-23"
"13587","ADP",102.25,"2017-01-24"
"13588","ADP",103.46,"2017-01-25"
"13589","ADP",102.41,"2017-01-26"
"13590","ADP",101.44,"2017-01-27"
"13591","ADP",101.56,"2017-01-30"
"13592","ADP",101.79,"2017-01-31"
"13593","ADP",96.03,"2017-02-01"
"13594","ADP",95.23,"2017-02-02"
"13595","ADP",97.21,"2017-02-03"
"13596","ADP",96.68,"2017-02-06"
"13597","ADP",96.5,"2017-02-07"
"13598","ADP",96.19,"2017-02-08"
"13599","ADP",96.77,"2017-02-09"
"13600","ADP",97.7,"2017-02-10"
"13601","ADP",98.06,"2017-02-13"
"13602","ADP",98.42,"2017-02-14"
"13603","ADP",98.89,"2017-02-15"
"13604","ADP",99.59,"2017-02-16"
"13605","ADP",99.6,"2017-02-17"
"13606","ADP",99.39,"2017-02-21"
"13607","ADP",99.09,"2017-02-22"
"13608","ADP",100.79,"2017-02-23"
"13609","ADP",101.63,"2017-02-24"
"13610","ADP",102.93,"2017-02-27"
"13611","ADP",102.68,"2017-02-28"
"13612","ADP",103.66,"2017-03-01"
"13613","ADP",104.14,"2017-03-02"
"13614","ADP",103.95,"2017-03-03"
"13615","ADP",103.88,"2017-03-06"
"13616","ADP",104.54,"2017-03-07"
"13617","ADP",103.62,"2017-03-08"
"13618","ADP",103.57,"2017-03-09"
"13619","ADP",103.87,"2017-03-10"
"13620","ADP",104.49,"2017-03-13"
"13621","ADP",104.66,"2017-03-14"
"13622","ADP",104.27,"2017-03-15"
"13623","ADP",104.65,"2017-03-16"
"13624","ADP",104.31,"2017-03-17"
"13625","ADP",105.17,"2017-03-20"
"13626","ADP",104.9,"2017-03-21"
"13627","ADP",103.35,"2017-03-22"
"13628","ADP",103.49,"2017-03-23"
"13629","ADP",103.75,"2017-03-24"
"13630","ADP",102.73,"2017-03-27"
"13631","ADP",102.53,"2017-03-28"
"13632","ADP",102.91,"2017-03-29"
"13633","ADP",102.07,"2017-03-30"
"13634","ADP",102.14,"2017-03-31"
"13635","ADP",102.23,"2017-04-03"
"13636","ADP",101.33,"2017-04-04"
"13637","ADP",101.81,"2017-04-05"
"13638","ADP",101.89,"2017-04-06"
"13639","ADP",101.87,"2017-04-07"
"13640","ADP",102.16,"2017-04-10"
"13641","ADP",101.88,"2017-04-11"
"13642","ADP",101.73,"2017-04-12"
"13643","ADP",102.26,"2017-04-13"
"13644","ADP",101.95,"2017-04-17"
"13645","ADP",101.57,"2017-04-18"
"13646","ADP",102.1,"2017-04-19"
"13647","ADP",102.34,"2017-04-20"
"13648","ADP",103.04,"2017-04-21"
"13649","ADP",104,"2017-04-24"
"13650","ADP",104.14,"2017-04-25"
"13651","ADP",104.51,"2017-04-26"
"13652","ADP",105.26,"2017-04-27"
"13653","ADP",105.03,"2017-04-28"
"13654","ADP",104.29,"2017-05-01"
"13655","ADP",104.19,"2017-05-02"
"13656","ADP",98.95,"2017-05-03"
"13657","ADP",98.31,"2017-05-04"
"13658","ADP",99.35,"2017-05-05"
"13659","ADP",99.5,"2017-05-08"
"13660","ADP",96.63,"2017-05-09"
"13661","ADP",96.97,"2017-05-10"
"13662","ADP",96.53,"2017-05-11"
"13663","ADP",96.57,"2017-05-12"
"13664","ADP",97.01,"2017-05-15"
"13665","ADP",98.39,"2017-05-16"
"13666","ADP",97.7,"2017-05-17"
"13667","ADP",97.15,"2017-05-18"
"13668","ADP",98.34,"2017-05-19"
"13669","ADP",98.48,"2017-05-22"
"13670","ADP",99.37,"2017-05-23"
"13671","ADP",99.49,"2017-05-24"
"13672","ADP",100.27,"2017-05-25"
"13673","ADP",101.23,"2017-05-26"
"13674","ADP",101.21,"2017-05-30"
"13675","ADP",101.7,"2017-05-31"
"13676","ADP",103,"2017-06-01"
"13677","ADP",100.12,"2017-06-02"
"13678","ADP",101.1,"2017-06-05"
"13679","ADP",101,"2017-06-06"
"13680","ADP",101.01,"2017-06-07"
"13681","ADP",101.11,"2017-06-08"
"13682","ADP",100.86,"2017-06-09"
"13683","ADP",100.37,"2017-06-12"
"13684","ADP",101.61,"2017-06-13"
"13685","ADP",102.19,"2017-06-14"
"13686","ADP",100.88,"2017-06-15"
"13687","ADP",101.65,"2017-06-16"
"13688","ADP",103.73,"2017-06-19"
"13689","ADP",102.52,"2017-06-20"
"13690","ADP",103.74,"2017-06-21"
"13691","ADP",102.69,"2017-06-22"
"13692","ADP",101.81,"2017-06-23"
"13693","ADP",101.66,"2017-06-26"
"13694","ADP",101.84,"2017-06-27"
"13695","ADP",101.8,"2017-06-28"
"13696","ADP",102.4,"2017-06-29"
"13697","ADP",102.19,"2017-06-30"
"13698","ADP",101.98,"2017-07-03"
"13699","ADP",102.81,"2017-07-05"
"13700","ADP",103.76,"2017-07-06"
"13701","ADP",103.75,"2017-07-07"
"13702","ADP",105,"2017-07-10"
"13703","ADP",103.23,"2017-07-11"
"13704","ADP",102.8,"2017-07-12"
"13705","ADP",102.49,"2017-07-13"
"13706","ADP",101.61,"2017-07-14"
"13707","ADP",101.38,"2017-07-17"
"13708","ADP",100.94,"2017-07-18"
"13709","ADP",101.5,"2017-07-19"
"13710","ADP",102.93,"2017-07-20"
"13711","ADP",102.68,"2017-07-21"
"13712","ADP",104.34,"2017-07-24"
"13713","ADP",103.69,"2017-07-25"
"13714","ADP",103.56,"2017-07-26"
"13715","ADP",103.5,"2017-07-27"
"13716","ADP",115.25,"2017-07-28"
"13717","ADP",118,"2017-07-31"
"13718","ADP",118.79,"2017-08-01"
"13719","ADP",115.65,"2017-08-02"
"13720","ADP",113.69,"2017-08-03"
"13721","ADP",113.5,"2017-08-04"
"13722","ADP",111.5,"2017-08-07"
"13723","ADP",112.2,"2017-08-08"
"13724","ADP",108.84,"2017-08-09"
"13725","ADP",108.8,"2017-08-10"
"13726","ADP",108.77,"2017-08-11"
"13727","ADP",109.34,"2017-08-14"
"13728","ADP",110.02,"2017-08-15"
"13729","ADP",111.82,"2017-08-16"
"13730","ADP",110.69,"2017-08-17"
"13731","ADP",104.2,"2017-08-18"
"13732","ADP",104.52,"2017-08-21"
"13733","ADP",104.87,"2017-08-22"
"13734","ADP",103.43,"2017-08-23"
"13735","ADP",103.6,"2017-08-24"
"13736","ADP",104.87,"2017-08-25"
"13737","ADP",104.88,"2017-08-28"
"13738","ADP",103.99,"2017-08-29"
"13739","ADP",105.28,"2017-08-30"
"13740","ADP",106.49,"2017-08-31"
"13741","ADP",106.53,"2017-09-01"
"13742","ADP",106.64,"2017-09-05"
"13743","ADP",107.05,"2017-09-06"
"13744","ADP",108.41,"2017-09-07"
"13745","ADP",108.77,"2017-09-08"
"13746","ADP",108.83,"2017-09-11"
"13747","ADP",107.05,"2017-09-12"
"13748","ADP",107.88,"2017-09-13"
"13749","ADP",106.64,"2017-09-14"
"13750","ADP",106.89,"2017-09-15"
"13751","ADP",106.83,"2017-09-18"
"13752","ADP",106.95,"2017-09-19"
"13753","ADP",107.63,"2017-09-20"
"13754","ADP",107.08,"2017-09-21"
"13755","ADP",106.43,"2017-09-22"
"13756","ADP",107.91,"2017-09-25"
"13757","ADP",109.15,"2017-09-26"
"13758","ADP",108.53,"2017-09-27"
"13759","ADP",109.13,"2017-09-28"
"13760","ADP",109.11,"2017-09-29"
"13761","ADP",109.22,"2017-10-02"
"13762","ADP",109.66,"2017-10-03"
"13763","ADP",110.65,"2017-10-04"
"13764","ADP",111.92,"2017-10-05"
"13765","ADP",113.51,"2017-10-06"
"13766","ADP",113.45,"2017-10-09"
"13767","ADP",113.62,"2017-10-10"
"13768","ADP",114.26,"2017-10-11"
"13769","ADP",112.99,"2017-10-12"
"13770","ADP",114.18,"2017-10-13"
"13771","ADP",113.91,"2017-10-16"
"13772","ADP",114.1,"2017-10-17"
"13773","ADP",113.69,"2017-10-18"
"13774","ADP",113.95,"2017-10-19"
"13775","ADP",114.99,"2017-10-20"
"13776","ADP",116.26,"2017-10-23"
"13777","ADP",116.69,"2017-10-24"
"13778","ADP",116.28,"2017-10-25"
"13779","ADP",117.26,"2017-10-26"
"13780","ADP",116.9,"2017-10-27"
"13781","ADP",118.09,"2017-10-30"
"13782","ADP",116.88,"2017-10-31"
"13783","ADP",116.4,"2017-11-01"
"13784","ADP",115,"2017-11-02"
"13785","ADP",114.57,"2017-11-03"
"13786","ADP",111.72,"2017-11-06"
"13787","ADP",110.33,"2017-11-07"
"13788","ADP",112.93,"2017-11-08"
"13789","ADP",112.04,"2017-11-09"
"13790","ADP",111.71,"2017-11-10"
"13791","ADP",110.98,"2017-11-13"
"13792","ADP",111.31,"2017-11-14"
"13793","ADP",112.2,"2017-11-15"
"13794","ADP",111,"2017-11-16"
"13795","ADP",110.98,"2017-11-17"
"13796","ADP",111.18,"2017-11-20"
"13797","ADP",111.14,"2017-11-21"
"13798","ADP",110.41,"2017-11-22"
"13799","ADP",110.09,"2017-11-24"
"13800","ADP",110.41,"2017-11-27"
"13801","ADP",110.2,"2017-11-28"
"13802","ADP",111.14,"2017-11-29"
"13803","ADP",112.98,"2017-11-30"
"13804","ADP",113.95,"2017-12-01"
"13805","ADP",115.38,"2017-12-04"
"13806","ADP",117.29,"2017-12-05"
"13807","ADP",115.87,"2017-12-06"
"13808","ADP",115.81,"2017-12-07"
"13809","ADP",116.39,"2017-12-08"
"13810","ADP",118,"2017-12-11"
"13811","ADP",117.92,"2017-12-12"
"13812","ADP",117.29,"2017-12-13"
"13813","ADP",117.02,"2017-12-14"
"13814","ADP",117.75,"2017-12-15"
"13815","ADP",118.57,"2017-12-18"
"13816","ADP",119.26,"2017-12-19"
"13817","ADP",118.46,"2017-12-20"
"13818","ADP",117.93,"2017-12-21"
"13819","ADP",117.32,"2017-12-22"
"13820","ADP",117.15,"2017-12-26"
"13821","ADP",117.78,"2017-12-27"
"13822","ADP",117.59,"2017-12-28"
"13823","ADP",116.64,"2017-12-29"
"13824","ADP",116.03,"2018-01-02"
"13825","ADP",116.18,"2018-01-03"
"13826","ADP",117.63,"2018-01-04"
"13827","ADP",118.55,"2018-01-05"
"13828","ADP",118.37,"2018-01-08"
"13829","ADP",117.74,"2018-01-09"
"13830","ADP",118.28,"2018-01-10"
"13831","ADP",117.76,"2018-01-11"
"13832","ADP",117.81,"2018-01-12"
"13833","ADP",118.52,"2018-01-16"
"13834","ADP",120,"2018-01-17"
"13835","ADP",121.58,"2018-01-18"
"13836","ADP",121.19,"2018-01-19"
"13837","ADP",121.65,"2018-01-22"
"13838","ADP",121.84,"2018-01-23"
"13839","ADP",122.7,"2018-01-24"
"13840","ADP",120.91,"2018-01-25"
"13841","ADP",121.32,"2018-01-26"
"13842","ADP",122.02,"2018-01-29"
"13843","ADP",121.11,"2018-01-30"
"13844","ADP",120.27,"2018-01-31"
"13845","ADP",122.59,"2018-02-01"
"13846","ADP",119.8,"2018-02-02"
"13847","ADP",118.98,"2018-02-05"
"13848","ADP",112.41,"2018-02-06"
"13849","ADP",112.09,"2018-02-07"
"35057","ALL",45.05,"2013-02-08"
"35058","ALL",45.03,"2013-02-11"
"35059","ALL",45.19,"2013-02-12"
"35060","ALL",45.59,"2013-02-13"
"35061","ALL",45.68,"2013-02-14"
"35062","ALL",45.99,"2013-02-15"
"35063","ALL",45.85,"2013-02-19"
"35064","ALL",46.71,"2013-02-20"
"35065","ALL",46.38,"2013-02-21"
"35066","ALL",46.64,"2013-02-22"
"35067","ALL",46.87,"2013-02-25"
"35068","ALL",45.27,"2013-02-26"
"35069","ALL",45.44,"2013-02-27"
"35070","ALL",45.98,"2013-02-28"
"35071","ALL",45.96,"2013-03-01"
"35072","ALL",46.12,"2013-03-04"
"35073","ALL",46.77,"2013-03-05"
"35074","ALL",47.5,"2013-03-06"
"35075","ALL",47.35,"2013-03-07"
"35076","ALL",47.32,"2013-03-08"
"35077","ALL",47.39,"2013-03-11"
"35078","ALL",47.74,"2013-03-12"
"35079","ALL",47.75,"2013-03-13"
"35080","ALL",47.99,"2013-03-14"
"35081","ALL",48,"2013-03-15"
"35082","ALL",47.36,"2013-03-18"
"35083","ALL",48.01,"2013-03-19"
"35084","ALL",47.95,"2013-03-20"
"35085","ALL",47.81,"2013-03-21"
"35086","ALL",48.03,"2013-03-22"
"35087","ALL",48.92,"2013-03-25"
"35088","ALL",48.57,"2013-03-26"
"35089","ALL",48.38,"2013-03-27"
"35090","ALL",48.75,"2013-03-28"
"35091","ALL",49.17,"2013-04-01"
"35092","ALL",49.52,"2013-04-02"
"35093","ALL",49.95,"2013-04-03"
"35094","ALL",49.53,"2013-04-04"
"35095","ALL",49.03,"2013-04-05"
"35096","ALL",49.24,"2013-04-08"
"35097","ALL",50.2,"2013-04-09"
"35098","ALL",49.86,"2013-04-10"
"35099","ALL",49.89,"2013-04-11"
"35100","ALL",50.07,"2013-04-12"
"35101","ALL",50.17,"2013-04-15"
"35102","ALL",49.34,"2013-04-16"
"35103","ALL",49.31,"2013-04-17"
"35104","ALL",48.86,"2013-04-18"
"35105","ALL",48.64,"2013-04-19"
"35106","ALL",48.96,"2013-04-22"
"35107","ALL",49.39,"2013-04-23"
"35108","ALL",49.65,"2013-04-24"
"35109","ALL",49.86,"2013-04-25"
"35110","ALL",49.56,"2013-04-26"
"35111","ALL",49.3,"2013-04-29"
"35112","ALL",49.27,"2013-04-30"
"35113","ALL",49.28,"2013-05-01"
"35114","ALL",48.56,"2013-05-02"
"35115","ALL",49.23,"2013-05-03"
"35116","ALL",48.57,"2013-05-06"
"35117","ALL",49.13,"2013-05-07"
"35118","ALL",49.26,"2013-05-08"
"35119","ALL",49.62,"2013-05-09"
"35120","ALL",49.5,"2013-05-10"
"35121","ALL",49.22,"2013-05-13"
"35122","ALL",49.38,"2013-05-14"
"35123","ALL",50.33,"2013-05-15"
"35124","ALL",50.36,"2013-05-16"
"35125","ALL",50.19,"2013-05-17"
"35126","ALL",49.99,"2013-05-20"
"35127","ALL",49.48,"2013-05-21"
"35128","ALL",48.99,"2013-05-22"
"35129","ALL",48.41,"2013-05-23"
"35130","ALL",48.56,"2013-05-24"
